,Vmag,Plx,e_Plx,B-V,SpType,TargetClass
631,5.67,10.02,0.71,1.119,668,0
632,8.15,9.77,0.98,0.617,420,0
633,9.61,3.92,1.34,0.961,507,0
634,8.19,3.44,1.16,1.079,507,0
635,7.27,4.9,0.76,0.207,55,1
636,8.51,3.26,0.84,0.215,2,0
637,8.36,2.42,0.93,1.113,674,0
638,10.0,4.93,1.47,0.55,445,1
639,8.74,1.92,0.83,1.227,698,0
640,6.18,3.25,0.96,1.366,698,0
641,10.26,7.53,1.63,0.73,445,1
642,10.16,5.68,2.36,0.393,382,1
643,8.31,4.08,1.06,1.053,609,0
644,8.58,3.46,0.97,0.915,507,0
645,7.04,36.2,1.02,0.624,473,1
646,8.81,3.75,1.19,0.31,39,1
647,5.99,9.79,0.92,1.034,582,0
648,8.22,3.5,1.43,1.064,668,0
649,9.86,7.73,3.35,0.789,651,0
650,8.0,2.84,1.05,1.193,507,0
651,9.4,10.7,1.27,0.57,445,1
652,9.1,3.83,1.17,1.169,677,0
653,2.07,33.6,0.73,-0.038,275,1
654,8.11,2.18,0.95,0.098,2,0
655,8.89,2.8,1.1,1.179,668,0
656,9.43,1.52,1.51,0.47,333,0
657,7.59,25.16,0.97,0.626,479,1
658,8.72,2.88,1.35,0.071,2,0
659,9.86,2.3,1.46,0.157,61,1
660,9.23,0.65,1.34,0.988,633,0
661,9.5,5.59,1.5,0.493,603,0
662,10.73,45.62,1.92,1.46,771,0
663,7.59,7.6,0.89,0.508,344,1
664,7.41,12.72,0.86,0.606,420,0
665,9.26,11.01,0.95,0.675,491,0
666,7.78,14.43,0.96,0.358,366,1
667,7.76,2.77,1.26,1.618,685,0
668,8.94,9.47,1.13,0.419,366,0
669,8.95,2.3,1.37,0.435,317,1
670,6.41,2.17,0.63,0.998,494,0
671,6.11,2.42,0.79,1.664,774,0
672,7.76,8.84,0.94,0.415,317,1
673,7.38,2.89,0.71,1.326,719,0
674,6.21,30.27,0.69,0.504,427,0
675,7.05,5.97,1.04,0.963,507,0
676,7.44,6.36,0.66,-0.006,2,0
677,8.5,5.07,1.56,0.406,329,1
678,7.84,5.19,0.91,1.125,609,0
679,7.88,5.03,0.85,0.473,354,0
680,9.1,3.19,0.96,1.113,633,0
681,8.65,6.86,1.05,0.471,354,1
682,8.41,16.23,0.7,0.588,479,1
683,7.81,8.58,0.86,0.481,376,0
684,7.43,11.61,1.01,0.296,292,1
685,8.76,0.97,1.18,0.965,507,0
686,7.58,4.72,0.82,0.994,507,0
687,9.55,4.78,1.13,0.473,382,1
688,6.82,3.19,0.76,1.568,738,0
689,10.24,1.8,1.68,0.46,292,1
690,6.24,7.78,0.81,0.976,633,0
691,7.31,1.36,1.53,1.43,685,0
692,10.52,3.4,1.82,0.51,366,0
693,9.27,0.25,1.21,1.146,668,0
694,7.13,3.16,0.96,1.64,798,0
695,9.14,2.6,1.43,1.053,668,0
696,8.48,12.89,1.03,0.537,445,1
697,8.57,31.34,2.1,0.885,507,1
698,7.21,7.86,1.07,1.087,633,0
699,9.05,1.01,1.33,1.64,738,0
700,7.72,18.22,0.95,0.62,455,0
701,8.03,7.7,0.96,0.364,55,1
702,6.47,8.65,0.94,0.242,77,1
703,5.57,11.17,0.72,1.043,596,0
704,6.32,7.0,0.74,0.738,504,0
705,7.78,6.49,0.82,0.417,352,1
706,11.65,22.5,2.96,1.26,780,0
707,8.58,10.46,1.13,0.714,507,0
708,10.37,3.89,1.6,0.432,317,1
709,9.23,6.32,1.08,0.383,366,0
710,9.2,8.35,1.16,0.811,591,0
711,6.93,16.1,0.75,0.8,507,0
712,9.32,4.32,1.37,0.549,398,1
713,7.11,8.73,0.77,0.476,366,0
714,9.79,0.11,1.41,1.01,654,0
715,8.21,2.98,1.01,1.339,719,0
716,8.42,1.37,1.61,1.4,654,0
717,7.05,3.15,0.72,-0.122,218,1
718,9.26,6.75,1.19,0.671,500,0
719,2.28,59.88,0.56,0.38,328,1
720,8.77,4.8,2.04,0.461,507,0
721,9.25,5.87,1.08,0.537,445,1
722,9.3,4.36,1.46,0.972,698,0
723,9.9,4.56,1.26,0.561,420,0
724,9.89,6.48,1.77,0.617,420,0
725,9.33,17.75,1.21,0.812,445,1
726,7.78,22.06,2.31,0.68,445,1
727,7.02,17.03,0.69,0.932,609,0
728,8.89,1.97,1.11,1.033,575,0
729,9.6,7.75,1.28,0.446,398,1
730,7.07,19.28,0.79,0.644,475,1
731,6.01,8.56,1.17,0.203,105,1
732,5.42,14.57,1.34,0.414,354,1
733,9.11,11.89,1.31,0.83,568,0
734,8.24,1.42,1.15,0.08,218,1
735,8.97,6.32,1.2,0.442,292,1
736,3.88,23.28,0.98,1.013,633,0
737,8.59,7.58,1.2,0.484,366,0
738,7.17,4.96,0.74,0.031,253,1
739,7.94,13.8,1.3,0.66,500,0
740,7.27,4.21,1.0,1.22,507,0
741,9.59,1.88,1.4,0.49,445,1
742,7.94,2.08,1.14,1.439,609,0
743,8.52,16.27,0.98,0.687,500,0
744,7.59,5.36,0.88,1.005,586,0
745,9.17,1.78,1.37,1.029,668,0
746,8.08,4.57,0.82,1.068,668,0
747,9.8,3.03,1.5,0.524,371,1
748,8.92,8.17,1.89,0.499,382,1
749,9.91,4.45,1.34,0.355,310,1
750,9.42,4.76,2.01,1.565,786,0
751,8.84,2.91,1.13,1.128,609,0
752,10.15,1.4,2.33,1.5,814,0
753,8.37,3.25,1.5,0.952,575,0
754,9.33,-0.54,1.36,1.63,686,0
755,9.35,0.55,1.21,0.075,238,1
756,7.4,4.31,0.7,1.571,798,0
757,8.35,6.9,1.41,0.437,344,1
758,9.53,23.86,1.59,0.965,663,0
759,9.59,6.24,1.42,0.469,366,0
760,10.05,0.16,1.39,0.486,420,0
761,8.57,13.92,1.11,0.644,500,0
762,8.48,5.62,1.04,0.56,445,1
763,8.43,12.54,1.23,0.906,507,0
764,8.45,3.57,1.05,0.955,507,0
765,8.84,17.08,1.86,0.833,682,0
766,8.64,14.21,4.23,0.716,507,0
767,8.42,4.58,1.13,0.41,366,0
768,6.34,7.37,0.57,0.164,99,0
769,7.93,2.27,1.15,1.301,609,0
770,8.36,5.18,1.15,1.072,609,0
771,8.32,18.8,1.05,0.595,473,1
772,7.77,1.52,1.13,1.219,507,0
773,6.84,2.68,1.06,1.611,685,0
774,8.78,8.36,0.83,1.011,678,0
775,7.19,4.44,0.79,0.974,665,0
776,8.5,1.7,1.1,1.166,738,0
777,8.82,5.8,1.28,0.62,420,0
778,9.04,7.14,1.07,0.542,507,0
779,7.93,4.37,0.77,0.964,633,0
780,7.66,6.14,0.89,0.139,47,1
781,9.03,1.27,1.07,1.014,609,0
782,5.54,10.04,0.86,-0.064,272,1
783,5.29,13.45,0.5,1.049,658,0
784,8.13,9.63,0.81,0.456,354,1
785,7.51,7.21,1.55,0.251,56,1
786,9.08,1.56,0.89,1.031,581,0
787,7.1,10.24,1.21,0.345,292,1
788,7.88,11.15,0.68,0.476,382,0
789,9.4,1.08,0.93,0.539,420,0
790,9.06,4.59,1.12,0.293,2,0
791,8.38,7.73,0.7,0.371,366,0
792,10.65,10.83,2.1,1.077,763,0
793,7.77,3.13,0.9,1.603,770,0
794,8.5,4.15,1.03,1.042,609,0
795,8.61,3.05,1.08,1.156,507,0
796,10.05,6.95,1.59,0.7,445,1
797,8.71,3.6,1.01,0.594,292,1
798,9.37,4.95,1.42,0.409,310,1
799,6.97,3.21,0.6,1.377,719,0
800,8.56,8.5,2.9,0.524,382,1
801,9.34,-2.57,1.52,0.815,591,0
802,9.47,6.1,1.56,0.526,416,0
803,8.11,4.74,0.83,1.032,609,0
804,8.91,3.93,1.13,0.356,301,1
805,7.83,1.12,0.83,1.311,575,0
806,8.95,2.74,1.18,1.104,609,0
807,7.2,2.98,0.81,-0.053,253,1
808,9.37,5.26,0.97,0.411,324,0
809,5.84,18.19,0.92,0.973,668,0
810,5.01,3.24,0.68,0.405,325,0
811,9.81,3.85,1.39,0.437,354,0
812,9.27,2.76,1.18,1.12,609,0
813,9.5,7.14,1.38,0.423,344,1
814,9.32,4.82,1.18,0.511,382,1
815,8.92,13.53,1.28,0.578,479,0
816,8.38,10.15,1.04,0.508,416,0
817,7.74,10.35,0.82,0.473,0,0
818,8.6,3.27,1.2,1.042,609,0
819,9.49,4.92,3.74,1.232,703,0
820,8.35,6.17,1.02,0.528,416,0
821,7.11,3.65,0.87,1.528,820,0
822,9.87,4.11,2.38,0.503,333,0
823,8.98,7.48,1.29,0.471,445,1
824,7.75,1.83,1.07,1.487,609,0
825,8.24,12.91,1.06,0.491,398,1
826,6.74,6.52,0.73,-0.074,236,1
827,6.83,4.74,0.76,1.429,735,0
828,7.7,7.1,0.92,0.144,2,0
829,6.7,1.66,0.61,-0.017,178,1
830,8.67,3.45,1.27,1.037,633,0
831,8.73,5.51,0.84,0.563,412,0
832,9.63,0.66,1.37,1.462,771,0
833,6.66,15.06,0.7,0.372,342,1
834,8.29,5.16,0.87,0.077,2,0
835,8.47,15.57,1.17,0.574,507,0
836,8.16,2.91,0.97,1.165,685,0
837,8.97,8.77,1.49,0.497,366,0
838,7.51,18.2,0.91,0.503,420,0
839,8.97,1.74,2.12,0.674,234,1
840,8.55,4.38,1.15,0.692,500,0
841,5.84,15.35,0.74,1.0,633,0
842,7.85,3.75,0.81,0.099,253,1
843,8.68,7.95,1.08,0.588,479,0
844,8.05,4.86,0.81,0.878,507,0
845,8.27,1.62,0.92,0.146,237,1
846,7.68,3.48,1.04,1.028,633,0
847,9.4,9.43,1.0,0.551,376,0
848,7.77,8.8,0.8,0.405,317,1
849,6.89,4.7,0.82,0.951,633,0
850,7.55,2.46,0.87,1.354,770,0
851,8.27,7.77,2.24,0.517,394,1
852,8.16,2.91,1.17,1.677,738,0
853,8.07,2.95,0.8,-0.015,253,1
854,7.91,4.0,0.9,0.024,2,0
855,7.71,2.25,0.98,1.253,658,0
856,10.16,4.41,1.82,0.689,468,0
857,8.41,16.45,0.95,0.575,507,0
858,8.88,1.02,1.19,1.169,668,0
859,9.64,1.44,1.17,0.56,209,1
860,7.93,3.61,1.11,1.096,685,0
861,7.78,4.53,1.05,1.302,811,0
862,8.9,6.25,1.13,0.5,366,0
863,8.55,12.6,1.18,0.435,382,1
864,9.15,9.37,1.25,0.477,420,0
865,10.86,39.2,2.29,1.418,791,0
866,11.55,24.31,3.25,1.395,805,0
867,9.08,0.9,1.37,1.076,507,0
868,7.44,3.61,0.94,0.998,507,0
869,10.35,-0.33,1.6,1.269,771,0
870,6.68,4.43,0.73,1.212,668,0
871,8.85,4.41,0.77,0.585,424,0
872,8.9,8.36,1.21,0.473,420,0
873,8.24,7.22,0.89,0.184,39,1
874,6.74,3.88,0.89,1.025,507,0
875,10.75,4.01,2.07,0.863,609,0
876,8.44,2.61,1.17,1.33,609,0
877,7.69,4.21,1.02,1.163,685,0
878,4.89,52.94,0.77,0.487,382,1
879,11.8,6.13,5.67,0.57,358,0
880,8.88,4.78,1.23,1.14,698,0
881,7.7,5.09,1.26,1.2,639,0
882,8.6,15.08,1.1,0.7,556,0
883,8.44,1.58,1.05,0.127,65,1
884,9.5,35.7,5.14,1.254,758,0
885,9.03,0.82,1.19,1.406,609,0
886,7.15,6.06,0.67,1.004,609,0
887,7.95,29.34,0.95,0.755,651,0
888,8.23,18.6,0.91,0.581,445,1
889,9.81,4.63,1.57,0.515,445,1
890,8.48,11.58,1.13,0.473,354,1
891,9.33,3.47,1.9,0.94,609,0
892,8.97,20.86,2.16,0.807,543,1
893,8.08,2.54,1.14,1.122,685,0
894,7.47,2.26,0.85,1.532,609,0
895,8.34,4.31,1.11,0.409,354,0
896,7.75,4.71,0.89,1.152,698,0
897,8.34,17.0,0.82,0.619,505,0
898,5.41,5.61,0.92,1.346,698,0
899,7.56,9.91,1.48,0.551,422,0
900,6.93,7.77,0.88,0.994,633,0
901,10.03,21.88,24.77,1.293,685,0
902,8.69,6.73,1.13,0.185,2,0
903,9.04,27.45,1.09,0.891,682,0
904,8.32,4.04,1.09,1.12,685,0
905,7.85,7.57,1.06,0.561,416,0
906,7.21,4.78,0.59,0.916,575,0
907,8.98,3.36,1.48,0.966,646,0
908,7.09,2.16,0.77,0.137,212,1
909,8.85,8.01,0.94,0.518,398,1
910,9.21,0.53,1.02,0.142,15,1
911,8.61,20.55,1.21,0.643,445,1
912,7.91,7.11,1.08,1.126,653,0
913,7.47,2.14,1.6,0.2,238,1
914,8.65,5.08,1.17,1.0,609,0
915,8.53,6.88,1.58,0.515,366,0
916,9.92,29.16,1.54,1.071,752,0
917,8.09,4.25,0.94,0.228,253,1
918,5.24,45.84,0.66,0.459,344,1
919,7.06,1.15,0.74,0.63,381,1
920,8.45,10.91,1.15,0.481,382,1
921,8.73,9.29,1.09,0.646,492,0
922,7.45,7.81,0.96,0.891,507,0
923,9.02,16.48,1.49,0.599,500,0
924,7.51,12.79,1.43,0.491,366,1
925,7.32,1.99,0.98,0.038,2,0
926,8.17,1.34,1.1,1.14,633,0
927,9.45,4.21,1.44,0.26,2,0
928,9.72,9.92,1.46,0.557,465,0
929,9.34,10.46,1.33,0.695,530,1
930,8.75,4.77,1.28,1.125,507,0
931,9.32,3.89,1.25,0.625,500,0
932,7.91,10.93,1.05,0.392,333,1
933,7.49,2.05,0.98,1.6,735,0
934,6.53,7.97,0.79,1.041,633,0
935,6.18,5.93,0.7,1.467,735,0
936,8.69,2.85,1.26,0.403,292,1
937,6.58,6.88,0.76,0.99,633,0
938,7.8,0.15,0.9,1.634,784,0
939,7.19,10.9,0.86,0.398,292,1
940,8.17,3.49,1.01,1.048,609,0
941,6.56,6.05,0.87,1.074,633,0
942,8.73,38.88,1.22,1.045,609,0
943,7.62,17.2,0.76,0.758,528,1
944,8.66,10.57,1.33,0.43,366,0
945,8.68,0.0,1.19,1.29,698,0
946,8.2,2.97,0.97,1.269,609,0
947,8.96,3.11,1.44,1.243,609,0
948,7.36,6.68,0.87,1.082,609,0
949,6.87,9.42,0.74,0.262,292,1
950,7.6,3.46,0.87,1.314,609,0
951,5.29,5.33,0.87,1.478,735,0
952,9.12,4.88,1.22,0.479,420,0
953,8.25,9.81,1.21,0.448,382,0
954,7.43,10.44,0.83,0.335,292,1
955,8.88,1.79,1.24,1.047,639,0
956,7.95,-0.41,0.93,1.537,770,0
957,7.69,2.89,0.85,1.709,770,0
958,8.94,4.7,1.22,1.151,698,0
959,10.58,8.64,1.94,0.6,445,1
960,10.05,9.1,1.47,0.643,492,0
961,8.88,2.01,1.3,0.934,507,0
962,9.0,5.47,0.93,0.415,354,1
963,8.24,3.99,1.02,1.583,738,0
964,8.18,19.39,1.0,0.669,507,1
965,9.91,2.9,1.53,0.521,398,1
966,8.88,1.76,1.01,0.022,2,0
967,8.44,24.69,1.2,0.739,609,0
968,8.73,15.32,1.34,0.707,652,0
969,9.12,4.61,1.4,0.471,354,0
970,9.23,5.62,1.23,0.995,633,0
971,8.66,21.1,1.23,0.743,568,0
972,8.88,4.78,1.04,0.352,292,1
973,8.14,5.39,1.46,0.364,310,1
974,7.44,0.07,0.83,1.522,609,0
975,7.22,1.73,0.6,0.054,256,1
976,6.5,6.3,0.82,1.112,609,0
977,10.07,2.07,1.54,0.724,468,0
978,7.01,5.28,0.8,1.106,609,0
979,8.15,5.91,0.96,0.029,30,1
980,7.95,15.34,0.99,0.945,677,0
981,8.18,1.12,0.96,1.363,609,0
982,10.72,4.48,2.09,0.565,420,0
983,9.56,7.06,1.25,0.659,431,0
984,8.51,4.18,0.96,0.873,549,0
985,7.22,4.68,1.06,1.051,609,0
986,7.53,4.24,0.87,0.98,633,0
987,9.27,8.04,1.34,0.79,507,0
988,9.85,15.9,1.78,0.939,609,0
989,7.34,2.37,0.83,1.639,685,0
990,9.55,4.23,1.08,0.353,80,1
991,8.19,2.79,1.21,1.345,609,0
992,6.63,18.06,0.76,0.402,317,1
993,8.63,4.71,1.17,1.1,609,0
994,8.8,6.35,1.36,0.725,492,0
995,9.86,5.72,1.59,0.601,407,0
996,6.71,1.21,0.8,-0.116,193,1
997,7.22,49.2,0.78,0.775,651,0
998,8.49,1.97,1.24,1.63,745,0
999,7.37,2.47,0.94,1.619,770,0
1000,10.51,5.93,1.93,0.57,445,1
1001,8.84,4.68,1.09,0.426,366,0
1002,8.39,2.51,1.01,1.223,609,0
1003,8.19,7.41,1.07,0.407,292,1
1004,7.94,0.92,0.81,0.501,136,0
1005,8.62,5.43,1.7,0.505,420,0
1006,7.8,2.95,0.75,1.099,333,0
1007,7.17,8.09,0.76,0.202,39,1
1008,10.74,27.5,1.94,1.308,738,0
1009,10.1,5.52,1.48,0.584,420,0
1010,6.66,6.07,0.95,0.961,561,0
1011,9.94,5.79,1.76,0.626,455,0
1012,7.69,5.76,0.84,0.958,507,0
1013,7.62,4.7,0.84,1.217,609,0
1014,11.44,1.56,3.02,1.2,778,0
1015,8.75,11.11,1.11,0.401,366,0
1016,7.58,6.4,1.12,1.097,609,0
1017,9.02,9.18,0.94,0.489,366,0
1018,9.03,3.85,1.46,1.263,698,0
1019,10.41,24.95,2.95,1.36,771,0
1020,6.52,7.17,0.78,1.05,668,0
1021,8.17,-0.86,1.15,0.899,575,0
1022,7.57,14.72,0.86,0.453,376,0
1023,10.01,2.43,2.22,0.856,445,1
1024,10.68,5.84,3.9,0.689,468,0
1025,8.39,3.67,0.99,1.05,507,0
1026,8.05,1.79,1.13,1.165,685,0
1027,6.63,8.55,0.63,0.226,140,1
1028,9.17,5.06,1.33,1.005,609,0
1029,7.55,5.66,0.98,1.24,658,0
1030,7.21,3.38,0.91,1.53,713,0
1031,2.83,9.79,0.81,-0.19,189,1
1032,12.49,37.3,6.34,1.4,829,0
1033,7.44,5.17,0.92,1.279,658,0
1034,8.83,4.39,1.1,1.136,609,0
1035,7.98,11.12,1.08,0.396,333,1
1036,7.45,10.64,0.9,0.48,378,0
1037,7.72,10.64,0.91,0.333,292,1
1038,5.78,4.0,0.49,1.71,772,0
1039,7.32,3.6,0.78,0.061,2,0
1040,6.24,8.08,1.15,0.68,450,0
1041,10.24,0.12,1.55,0.57,185,0
1042,9.86,28.3,1.48,1.19,758,0
1043,8.72,3.88,1.27,1.037,698,0
1044,8.44,2.49,0.99,1.079,633,0
1045,8.84,4.32,0.97,1.202,698,0
1046,9.05,30.0,1.25,0.913,682,0
1047,5.71,28.56,0.74,0.331,305,1
1048,9.58,1.79,1.52,1.0,685,0
1049,8.58,4.09,1.12,0.178,87,1
1050,8.2,4.67,0.89,0.083,2,0
1051,7.98,7.03,0.89,0.214,39,1
1052,9.22,2.87,1.09,0.993,633,0
1053,11.14,51.12,3.31,1.556,771,0
1054,7.26,4.88,0.76,1.257,609,0
1055,8.65,5.97,3.04,0.442,317,1
1056,5.94,3.22,0.83,1.548,745,0
1057,8.99,4.25,1.45,1.134,633,0
1058,8.08,7.52,1.27,1.055,507,0
1059,6.14,4.23,0.8,1.49,735,0
1060,8.59,4.06,1.13,0.097,2,0
1061,6.97,9.78,0.91,0.18,87,1
1062,6.86,6.48,0.94,1.096,675,0
1063,7.41,13.08,0.96,0.44,317,1
1064,8.73,1.46,1.01,-0.117,197,1
1065,8.07,9.34,0.82,0.559,445,1
1066,8.54,2.5,1.15,1.31,698,0
1067,6.79,2.79,0.81,1.257,609,0
1068,8.96,8.59,1.2,0.465,292,1
1069,9.08,1.55,1.24,1.155,609,0
1070,9.48,1.4,1.24,1.58,791,0
1071,8.9,1.09,1.07,1.633,738,0
1072,9.09,6.24,1.95,0.631,530,0
1073,8.76,22.86,0.87,0.743,556,0
1074,7.15,14.45,0.76,0.513,398,1
1075,7.39,3.24,1.03,-0.165,208,1
1076,8.93,10.74,1.17,0.628,465,0
1077,8.74,-0.03,1.25,1.297,609,0
1078,6.91,3.11,0.74,1.12,571,0
1079,9.42,24.14,1.58,0.962,609,0
1080,7.41,4.28,0.9,0.947,549,0
1081,9.22,6.69,1.23,0.523,445,1
1082,8.79,0.45,1.0,0.115,2,0
1083,6.22,11.13,0.73,0.009,30,1
1084,7.17,3.49,0.6,1.626,820,0
1085,8.4,5.52,1.05,0.398,364,0
1086,8.6,3.2,1.34,0.416,80,1
1087,6.97,2.4,0.59,1.341,698,0
1088,8.36,23.69,1.19,0.645,507,1
1089,9.23,2.66,1.35,1.12,609,0
1090,8.25,1.26,0.84,1.735,791,0
1091,7.7,3.42,0.8,0.661,2,0
1092,7.0,9.36,0.88,0.534,412,0
1093,7.32,21.66,1.17,0.521,366,1
1094,8.6,3.59,1.14,1.07,507,0
1095,10.25,5.7,1.83,0.45,366,0
1096,8.08,13.44,0.89,0.461,382,1
1097,7.84,0.69,1.08,1.195,575,0
1098,7.7,4.17,0.83,1.468,685,0
1099,6.66,21.62,0.68,0.462,378,1
1100,7.99,3.0,1.02,1.145,609,0
1101,8.2,4.1,0.77,0.214,105,1
1102,7.84,4.39,1.04,0.035,2,0
1103,7.42,20.23,1.2,0.64,530,1
1104,10.2,2.39,2.31,0.794,507,0
1105,6.63,2.53,0.62,1.697,784,0
1106,6.89,18.19,0.9,0.502,416,1
1107,8.51,22.52,1.49,0.73,575,0
1108,9.0,1.72,1.27,0.356,80,1
1109,9.42,11.19,1.5,0.831,623,0
1110,7.72,2.65,0.65,1.029,507,0
1111,8.17,7.15,1.41,0.563,431,0
1112,7.19,3.74,0.97,1.34,609,0
1113,8.93,7.55,1.12,0.618,460,0
1114,8.08,3.32,1.05,1.251,698,0
1115,8.23,10.93,0.98,0.475,317,1
1116,8.31,2.65,0.95,-0.015,238,1
1117,5.13,5.21,0.79,1.601,812,0
1118,10.17,2.69,1.46,0.472,352,1
1119,9.54,0.5,1.48,1.071,685,0
1120,6.95,12.17,0.82,0.494,382,1
1121,9.17,0.1,1.27,0.984,430,0
1122,8.85,4.21,1.4,1.01,561,0
1123,6.68,4.48,0.83,1.172,609,0
1124,8.77,1.39,1.44,1.534,784,0
1125,9.49,8.31,1.44,0.476,398,1
1126,8.27,1.62,1.56,0.2,2,0
1127,4.79,10.01,0.77,1.572,798,0
1128,7.03,11.81,0.82,0.461,366,1
1129,8.69,-0.43,1.1,1.401,719,0
1130,4.44,6.62,0.82,1.64,784,0
1131,8.9,2.74,1.19,1.064,633,0
1132,9.18,13.85,1.37,0.657,500,0
1133,9.1,12.12,1.4,0.681,445,1
1134,8.71,0.97,1.17,1.367,687,0
1135,6.63,7.76,0.78,1.03,581,0
1136,7.92,3.02,1.4,1.2,646,0
1137,8.1,3.37,0.99,0.067,2,0
1138,8.67,0.11,1.09,1.062,685,0
1139,8.4,1.29,0.82,0.169,273,1
1140,7.13,3.93,0.77,1.17,698,0
1141,10.22,6.24,2.05,0.61,445,1
1142,8.49,8.41,0.87,0.528,398,1
1143,6.82,11.33,0.89,0.257,104,1
1144,10.04,13.96,1.97,0.84,366,1
1145,8.62,7.09,1.01,0.556,420,0
1146,8.12,4.97,1.66,0.3,80,1
1147,8.01,6.81,2.18,0.445,354,1
1148,5.77,9.4,0.78,-0.084,272,1
1149,6.64,4.57,0.91,1.499,771,0
1150,6.25,9.18,0.71,-0.004,36,1
1151,7.06,4.35,1.08,1.0,685,0
1152,6.17,4.41,0.87,1.344,719,0
1153,6.02,12.47,1.28,0.312,305,1
1154,7.58,15.91,3.9,0.396,101,0
1155,8.1,0.76,1.12,1.477,735,0
1156,8.41,6.97,1.11,0.492,420,0
1157,8.16,0.78,0.82,1.304,685,0
1158,8.99,8.05,1.45,0.428,354,1
1159,7.68,1.79,0.85,1.188,507,0
1160,9.09,9.36,1.24,0.53,455,0
1161,7.67,1.8,1.0,-0.086,253,1
1162,9.72,4.47,1.42,1.073,609,0
1163,8.57,22.9,0.93,0.695,556,0
1164,7.34,6.25,0.88,1.02,609,0
1165,6.34,2.47,0.72,1.555,738,0
1166,8.44,2.02,0.91,1.33,694,0
1167,9.09,4.9,1.41,0.397,70,1
1168,7.99,10.99,0.83,0.389,317,1
1169,9.14,1.88,1.28,1.245,633,0
1170,9.91,2.73,1.49,0.807,402,1
1171,8.98,5.97,1.17,0.505,420,0
1172,6.35,7.92,0.82,-0.002,31,1
1173,8.17,3.42,1.12,1.109,611,0
1174,8.71,3.54,0.92,1.639,784,0
1175,8.39,4.95,1.03,0.912,633,0
1176,8.66,6.57,1.23,0.942,507,0
1177,8.71,1.26,1.25,1.498,687,0
1178,9.13,8.77,2.31,0.514,409,0
1179,10.55,2.16,1.67,0.671,369,1
1180,9.4,6.0,1.26,0.478,344,1
1181,10.36,12.24,2.14,0.89,712,0
1182,7.5,5.94,1.63,1.032,624,0
1183,8.7,5.26,1.11,0.408,333,0
1184,8.35,0.3,0.97,1.491,609,0
1185,7.75,9.22,1.18,1.015,609,0
1186,7.67,7.89,1.03,0.417,349,1
1187,9.7,1.95,1.38,0.56,398,1
1188,6.76,4.05,0.76,-0.046,253,1
1189,7.33,10.91,0.81,0.441,366,0
1190,9.12,3.79,0.94,0.58,327,1
1191,7.89,2.13,2.65,1.08,836,0
1192,8.53,5.97,1.01,0.245,122,0
1193,8.79,3.77,1.17,0.904,552,0
1194,9.46,3.66,1.24,0.479,507,0
1195,10.66,14.39,2.84,1.088,712,0
1196,9.11,1.67,1.22,-0.042,253,1
1197,11.49,191.9,17.23,1.75,840,1
1198,7.65,5.43,0.88,1.184,658,0
1199,9.16,2.84,1.77,0.057,238,1
1200,7.87,4.09,1.0,1.6,685,0
1201,9.08,2.43,0.86,1.391,689,0
1202,7.45,-0.47,0.85,1.62,609,0
1203,9.16,2.99,2.47,1.06,465,0
1204,6.98,3.45,0.95,1.151,609,0
1205,8.78,2.32,0.88,1.113,658,0
1206,10.0,8.16,1.71,0.68,445,1
1207,8.93,6.48,1.4,0.518,420,0
1208,9.44,0.86,1.43,1.19,609,0
1209,8.45,3.36,1.15,1.214,704,0
1210,8.24,7.49,0.84,0.364,292,1
1211,8.57,5.22,1.13,0.453,317,1
1212,8.27,0.87,0.99,-0.001,2,0
1213,8.54,11.65,0.8,0.551,416,0
1214,7.9,4.17,0.77,0.045,253,1
1215,8.88,2.24,1.98,0.12,15,1
1216,10.44,3.86,1.94,0.64,445,1
1217,8.46,0.92,1.04,1.639,609,0
1218,10.83,1.85,1.98,0.392,238,1
1219,7.48,6.68,1.41,0.949,588,0
1220,8.4,2.17,1.04,0.322,80,1
1221,9.05,10.45,1.3,0.557,445,1
1222,8.64,0.51,1.0,0.215,2,0
1223,6.43,5.76,0.67,0.838,580,0
1224,6.49,4.63,0.54,0.983,561,0
1225,8.77,1.77,1.26,1.108,561,0
1226,9.88,1.63,1.45,1.098,685,0
1227,7.13,7.32,0.94,0.046,2,0
1228,8.05,3.09,0.95,0.941,507,0
1229,8.57,13.96,1.25,0.568,420,0
1230,9.76,19.25,1.67,0.74,591,0
1231,8.43,2.19,1.41,0.1,87,0
1232,8.39,5.07,1.11,1.32,685,0
1233,11.58,41.3,3.89,1.647,823,0
1234,8.07,1.15,0.97,1.599,775,0
1235,10.42,2.87,1.63,0.47,317,1
1236,9.22,5.18,1.48,0.537,416,0
1237,10.37,2.07,1.83,0.564,420,0
1238,8.24,3.36,0.87,1.289,698,0
1239,9.01,4.43,1.33,1.015,565,0
1240,9.12,3.18,0.79,0.23,0,0
1241,7.59,7.44,0.97,0.323,80,1
1242,9.11,0.02,1.35,1.267,698,0
1243,5.66,7.64,0.83,1.35,698,0
1244,8.83,-0.46,1.11,1.601,771,0
1245,9.35,13.79,1.38,0.655,530,1
1246,9.02,5.96,1.11,0.42,366,0
1247,8.54,1.94,0.91,1.618,775,0
1248,6.59,56.75,0.53,0.749,556,1
1249,8.79,23.9,1.17,0.965,685,0
1250,6.35,5.28,0.96,-0.044,274,1
1251,11.79,49.9,21.56,1.485,840,0
1252,8.92,14.92,0.97,0.718,443,1
