,Vmag,Plx,e_Plx,B-V,SpType
695,9.14,2.6,1.43,1.053,668
696,8.48,12.89,1.03,0.537,445
697,8.57,31.34,2.1,0.885,507
698,7.21,7.86,1.07,1.087,633
699,9.05,1.01,1.33,1.64,738
700,7.72,18.22,0.95,0.62,455
701,8.03,7.7,0.96,0.364,55
702,6.47,8.65,0.94,0.242,77
703,5.57,11.17,0.72,1.043,596
704,6.32,7.0,0.74,0.738,504
705,7.78,6.49,0.82,0.417,352
706,11.65,22.5,2.96,1.26,780
707,8.58,10.46,1.13,0.714,507
708,10.37,3.89,1.6,0.432,317
709,9.23,6.32,1.08,0.383,366
710,9.2,8.35,1.16,0.811,591
711,6.93,16.09,0.75,0.8,507
712,9.32,4.32,1.37,0.549,398
713,7.11,8.73,0.77,0.476,366
714,9.79,0.11,1.41,1.01,654
715,8.21,2.98,1.01,1.339,719
716,8.42,1.37,1.61,1.4,654
717,7.05,3.15,0.72,-0.122,218
718,9.26,6.75,1.19,0.671,500
719,2.28,59.89,0.56,0.38,328
720,8.77,4.8,2.04,0.461,507
721,9.25,5.87,1.08,0.537,445
722,9.3,4.36,1.46,0.972,698
723,9.9,4.56,1.26,0.561,420
724,9.89,6.48,1.77,0.617,420
725,9.33,17.75,1.21,0.812,445
726,7.78,22.07,2.31,0.68,445
727,7.02,17.03,0.69,0.932,609
728,8.89,1.97,1.11,1.033,575
729,9.6,7.75,1.28,0.446,398
730,7.07,19.28,0.79,0.644,475
731,6.01,8.56,1.17,0.203,105
732,5.42,14.57,1.34,0.414,354
733,9.11,11.89,1.31,0.83,568
734,8.24,1.42,1.15,0.08,218
735,8.97,6.32,1.2,0.442,292
736,3.88,23.28,0.98,1.013,633
737,8.59,7.58,1.2,0.484,366
738,7.17,4.96,0.74,0.031,253
739,7.94,13.8,1.3,0.66,500
740,7.27,4.21,1.0,1.22,507
741,9.59,1.88,1.4,0.49,445
742,7.94,2.08,1.14,1.439,609
743,8.52,16.26,0.98,0.687,500
744,7.59,5.36,0.88,1.005,586
745,9.17,1.78,1.37,1.029,668
746,8.08,4.57,0.82,1.068,668
747,9.8,3.03,1.5,0.524,371
748,8.92,8.17,1.89,0.499,382
749,9.91,4.45,1.34,0.355,310
750,9.42,4.76,2.01,1.565,786
751,8.84,2.91,1.13,1.128,609
752,10.15,1.4,2.33,1.5,814
753,8.37,3.25,1.5,0.952,575
754,9.33,-0.54,1.36,1.63,686
755,9.35,0.55,1.21,0.075,238
756,7.4,4.31,0.7,1.571,798
757,8.35,6.9,1.41,0.437,344
758,9.53,23.86,1.59,0.965,663
759,9.59,6.24,1.42,0.469,366
760,10.05,0.16,1.39,0.486,420
761,8.57,13.92,1.11,0.644,500
762,8.48,5.62,1.04,0.56,445
763,8.43,12.54,1.23,0.906,507
764,8.45,3.57,1.05,0.955,507
765,8.84,17.08,1.86,0.833,682
766,8.64,14.21,4.23,0.716,507
767,8.42,4.58,1.13,0.41,366
768,6.34,7.37,0.57,0.164,99
769,7.93,2.27,1.15,1.301,609
770,8.36,5.18,1.15,1.072,609
771,8.32,18.8,1.05,0.595,473
772,7.77,1.52,1.13,1.219,507
773,6.84,2.68,1.06,1.611,685
774,8.78,8.36,0.83,1.011,678
775,7.19,4.44,0.79,0.974,665
776,8.5,1.7,1.1,1.166,738
777,8.82,5.8,1.28,0.62,420
778,9.04,7.14,1.07,0.542,507
779,7.93,4.37,0.77,0.964,633
780,7.66,6.14,0.89,0.139,47
781,9.03,1.27,1.07,1.014,609
782,5.54,10.04,0.86,-0.064,272
783,5.29,13.45,0.5,1.049,658
784,8.13,9.63,0.81,0.456,354
785,7.51,7.21,1.55,0.251,56
786,9.08,1.56,0.89,1.031,581
787,7.1,10.24,1.21,0.345,292
788,7.88,11.15,0.68,0.476,382
789,9.4,1.08,0.93,0.539,420
790,9.06,4.59,1.12,0.293,2
791,8.38,7.73,0.7,0.371,366
792,10.65,10.83,2.1,1.077,763
793,7.77,3.13,0.9,1.603,770
794,8.5,4.15,1.03,1.042,609
795,8.61,3.05,1.08,1.156,507
796,10.05,6.95,1.59,0.7,445
797,8.71,3.6,1.01,0.594,292
798,9.37,4.95,1.42,0.409,310
799,6.97,3.21,0.6,1.377,719
800,8.56,8.5,2.9,0.524,382
801,9.34,-2.57,1.52,0.815,591
802,9.47,6.1,1.56,0.526,416
803,8.11,4.74,0.83,1.032,609
804,8.91,3.93,1.13,0.356,301
805,7.83,1.12,0.83,1.311,575
806,8.95,2.74,1.18,1.104,609
807,7.2,2.98,0.81,-0.053,253
808,9.37,5.26,0.97,0.411,324
809,5.84,18.18,0.92,0.973,668
810,5.01,3.24,0.68,0.405,325
811,9.81,3.85,1.39,0.437,354
812,9.27,2.76,1.18,1.12,609
813,9.5,7.14,1.38,0.423,344
814,9.32,4.82,1.18,0.511,382
815,8.92,13.53,1.28,0.578,479
816,8.38,10.15,1.04,0.508,416
817,7.74,10.35,0.82,0.473,0
818,8.6,3.27,1.2,1.042,609
819,9.49,4.92,3.74,1.232,703
820,8.35,6.17,1.02,0.528,416
821,7.11,3.65,0.87,1.528,820
822,9.87,4.11,2.38,0.503,333
823,8.98,7.48,1.29,0.471,445
824,7.75,1.83,1.07,1.487,609
825,8.24,12.91,1.06,0.491,398
826,6.74,6.52,0.73,-0.074,236
827,6.83,4.74,0.76,1.429,735
828,7.7,7.1,0.92,0.144,2
829,6.7,1.66,0.61,-0.017,178
830,8.67,3.45,1.27,1.037,633
831,8.73,5.51,0.84,0.563,412
832,9.63,0.66,1.37,1.462,771
833,6.66,15.06,0.7,0.372,342
834,8.29,5.16,0.87,0.077,2
835,8.47,15.57,1.17,0.574,507
836,8.16,2.91,0.97,1.165,685
837,8.97,8.77,1.49,0.497,366
838,7.51,18.2,0.91,0.503,420
839,8.97,1.74,2.12,0.674,234
840,8.55,4.38,1.15,0.692,500
841,5.84,15.35,0.74,1.0,633
842,7.85,3.75,0.81,0.099,253
843,8.68,7.95,1.08,0.588,479
844,8.05,4.86,0.81,0.878,507
845,8.27,1.62,0.92,0.146,237
846,7.68,3.48,1.04,1.028,633
847,9.4,9.43,1.0,0.551,376
848,7.77,8.8,0.8,0.405,317
849,6.89,4.7,0.82,0.951,633
850,7.55,2.46,0.87,1.354,770
851,8.27,7.77,2.24,0.517,394
852,8.16,2.91,1.17,1.677,738
853,8.07,2.95,0.8,-0.015,253
854,7.91,4.0,0.9,0.024,2
855,7.71,2.25,0.98,1.253,658
856,10.16,4.41,1.82,0.689,468
857,8.41,16.45,0.95,0.575,507
858,8.88,1.02,1.19,1.169,668
859,9.64,1.44,1.17,0.56,209
860,7.93,3.61,1.11,1.096,685
861,7.78,4.53,1.05,1.302,811
862,8.9,6.25,1.13,0.5,366
863,8.55,12.6,1.18,0.435,382
864,9.15,9.37,1.25,0.477,420
865,10.86,39.19,2.29,1.418,791
866,11.55,24.32,3.25,1.395,805
867,9.08,0.9,1.37,1.076,507
868,7.44,3.61,0.94,0.998,507
869,10.35,-0.33,1.6,1.269,771
870,6.68,4.43,0.73,1.212,668
871,8.85,4.41,0.77,0.585,424
872,8.9,8.36,1.21,0.473,420
873,8.24,7.22,0.89,0.184,39
874,6.74,3.88,0.89,1.025,507
875,10.75,4.01,2.07,0.863,609
876,8.44,2.61,1.17,1.33,609
877,7.69,4.21,1.02,1.163,685
878,4.89,52.94,0.77,0.487,382
879,11.8,6.13,5.67,0.57,358
880,8.88,4.78,1.23,1.14,698
881,7.7,5.09,1.26,1.2,639
882,8.6,15.08,1.1,0.7,556
883,8.44,1.58,1.05,0.127,65
884,9.5,35.69,5.14,1.254,758
885,9.03,0.82,1.19,1.406,609
886,7.15,6.06,0.67,1.004,609
887,7.95,29.35,0.95,0.755,651
888,8.23,18.6,0.91,0.581,445
889,9.81,4.63,1.57,0.515,445
890,8.48,11.58,1.13,0.473,354
891,9.33,3.47,1.9,0.94,609
892,8.97,20.86,2.16,0.807,543
893,8.08,2.54,1.14,1.122,685
894,7.47,2.26,0.85,1.532,609
895,8.34,4.31,1.11,0.409,354
896,7.75,4.71,0.89,1.152,698
897,8.34,17.0,0.82,0.619,505
898,5.41,5.61,0.92,1.346,698
899,7.56,9.91,1.48,0.551,422
900,6.93,7.77,0.88,0.994,633
901,10.03,21.87,24.76,1.293,685
902,8.69,6.73,1.13,0.185,2
903,9.04,27.46,1.09,0.891,682
904,8.32,4.04,1.09,1.12,685
905,7.85,7.57,1.06,0.561,416
906,7.21,4.78,0.59,0.916,575
907,8.98,3.36,1.48,0.966,646
908,7.09,2.16,0.77,0.137,212
909,8.85,8.01,0.94,0.518,398
910,9.21,0.53,1.02,0.142,15
911,8.61,20.55,1.21,0.643,445
912,7.91,7.11,1.08,1.126,653
913,7.47,2.14,1.6,0.2,238
914,8.65,5.08,1.17,1.0,609
915,8.53,6.88,1.58,0.515,366
916,9.92,29.15,1.54,1.071,752
917,8.09,4.25,0.94,0.228,253
918,5.24,45.85,0.66,0.459,344
919,7.06,1.15,0.74,0.63,381
920,8.45,10.91,1.15,0.481,382
921,8.73,9.29,1.09,0.646,492
922,7.45,7.81,0.96,0.891,507
923,9.02,16.48,1.49,0.599,500
924,7.51,12.79,1.43,0.491,366
925,7.32,1.99,0.98,0.038,2
926,8.17,1.34,1.1,1.14,633
927,9.45,4.21,1.44,0.26,2
928,9.72,9.92,1.46,0.557,465
929,9.34,10.46,1.33,0.695,530
930,8.75,4.77,1.28,1.125,507
931,9.32,3.89,1.25,0.625,500
932,7.91,10.93,1.05,0.392,333
933,7.49,2.05,0.98,1.6,735
934,6.53,7.97,0.79,1.041,633
935,6.18,5.93,0.7,1.467,735
936,8.69,2.85,1.26,0.403,292
937,6.58,6.88,0.76,0.99,633
938,7.8,0.15,0.9,1.634,784
939,7.19,10.9,0.86,0.398,292
940,8.17,3.49,1.01,1.048,609
941,6.56,6.05,0.87,1.074,633
942,8.73,38.88,1.22,1.045,609
943,7.62,17.21,0.76,0.758,528
944,8.66,10.57,1.33,0.43,366
945,8.68,0.0,1.19,1.29,698
946,8.2,2.97,0.97,1.269,609
947,8.96,3.11,1.44,1.243,609
948,7.36,6.68,0.87,1.082,609
949,6.87,9.42,0.74,0.262,292
950,7.6,3.46,0.87,1.314,609
951,5.29,5.33,0.87,1.478,735
952,9.12,4.88,1.22,0.479,420
953,8.25,9.81,1.21,0.448,382
954,7.43,10.44,0.83,0.335,292
955,8.88,1.79,1.24,1.047,639
956,7.95,-0.41,0.93,1.537,770
957,7.69,2.89,0.85,1.709,770
958,8.94,4.7,1.22,1.151,698
959,10.58,8.64,1.94,0.6,445
960,10.05,9.1,1.47,0.643,492
961,8.88,2.01,1.3,0.934,507
962,9.0,5.47,0.93,0.415,354
963,8.24,3.99,1.02,1.583,738
964,8.18,19.39,1.0,0.669,507
965,9.91,2.9,1.53,0.521,398
966,8.88,1.76,1.01,0.022,2
967,8.44,24.69,1.2,0.739,609
968,8.73,15.32,1.34,0.707,652
969,9.12,4.61,1.4,0.471,354
970,9.23,5.62,1.23,0.995,633
971,8.66,21.09,1.23,0.743,568
972,8.88,4.78,1.04,0.352,292
973,8.14,5.39,1.46,0.364,310
974,7.44,0.07,0.83,1.522,609
975,7.22,1.73,0.6,0.054,256
976,6.5,6.3,0.82,1.112,609
977,10.07,2.07,1.54,0.724,468
978,7.01,5.28,0.8,1.106,609
979,8.15,5.91,0.96,0.029,30
980,7.95,15.34,0.99,0.945,677
981,8.18,1.12,0.96,1.363,609
982,10.72,4.48,2.09,0.565,420
983,9.56,7.06,1.25,0.659,431
984,8.51,4.18,0.96,0.873,549
985,7.22,4.68,1.06,1.051,609
986,7.53,4.24,0.87,0.98,633
987,9.27,8.04,1.34,0.79,507
988,9.85,15.9,1.78,0.939,609
989,7.34,2.37,0.83,1.639,685
990,9.55,4.23,1.08,0.353,80
991,8.19,2.79,1.21,1.345,609
992,6.63,18.06,0.76,0.402,317
993,8.63,4.71,1.17,1.1,609
994,8.8,6.35,1.36,0.725,492
995,9.86,5.72,1.59,0.601,407
996,6.71,1.21,0.8,-0.116,193
997,7.22,49.18,0.78,0.775,651
998,8.49,1.97,1.24,1.63,745
999,7.37,2.47,0.94,1.619,770
1000,10.51,5.93,1.93,0.57,445
1001,8.84,4.68,1.09,0.426,366
1002,8.39,2.51,1.01,1.223,609
1003,8.19,7.41,1.07,0.407,292
1004,7.94,0.92,0.81,0.501,136
1005,8.62,5.43,1.7,0.505,420
1006,7.8,2.95,0.75,1.099,333
1007,7.17,8.09,0.76,0.202,39
1008,10.74,27.5,1.94,1.308,738
1009,10.1,5.52,1.48,0.584,420
1010,6.66,6.07,0.95,0.961,561
1011,9.94,5.79,1.76,0.626,455
1012,7.69,5.76,0.84,0.958,507
1013,7.62,4.7,0.84,1.217,609
1014,11.44,1.56,3.02,1.2,778
1015,8.75,11.11,1.11,0.401,366
1016,7.58,6.4,1.12,1.097,609
1017,9.02,9.18,0.94,0.489,366
1018,9.03,3.85,1.46,1.263,698
1019,10.41,24.96,2.95,1.36,771
1020,6.52,7.17,0.78,1.05,668
1021,8.17,-0.86,1.15,0.899,575
1022,7.57,14.72,0.86,0.453,376
1023,10.01,2.43,2.22,0.856,445
1024,10.68,5.84,3.9,0.689,468
1025,8.39,3.67,0.99,1.05,507
1026,8.05,1.79,1.13,1.165,685
1027,6.63,8.55,0.63,0.226,140
1028,9.17,5.06,1.33,1.005,609
1029,7.55,5.66,0.98,1.24,658
1030,7.21,3.38,0.91,1.53,713
1031,2.83,9.79,0.81,-0.19,189
1032,12.49,37.3,6.34,1.4,829
1033,7.44,5.17,0.92,1.279,658
1034,8.83,4.39,1.1,1.136,609
1035,7.98,11.12,1.08,0.396,333
1036,7.45,10.64,0.9,0.48,378
1037,7.72,10.64,0.91,0.333,292
1038,5.78,4.0,0.49,1.71,772
1039,7.32,3.6,0.78,0.061,2
1040,6.24,8.08,1.15,0.68,450
1041,10.24,0.12,1.55,0.57,185
1042,9.86,28.3,1.48,1.19,758
1043,8.72,3.88,1.27,1.037,698
1044,8.44,2.49,0.99,1.079,633
1045,8.84,4.32,0.97,1.202,698
1046,9.05,30.0,1.25,0.913,682
1047,5.71,28.57,0.74,0.331,305
1048,9.58,1.79,1.52,1.0,685
1049,8.58,4.09,1.12,0.178,87
1050,8.2,4.67,0.89,0.083,2
1051,7.98,7.03,0.89,0.214,39
1052,9.22,2.87,1.09,0.993,633
1053,11.14,51.12,3.31,1.556,771
1054,7.26,4.88,0.76,1.257,609
1055,8.65,5.97,3.04,0.442,317
1056,5.94,3.22,0.83,1.548,745
1057,8.99,4.25,1.45,1.134,633
1058,8.08,7.52,1.27,1.055,507
1059,6.14,4.23,0.8,1.49,735
1060,8.59,4.06,1.13,0.097,2
1061,6.97,9.78,0.91,0.18,87
1062,6.86,6.48,0.94,1.096,675
1063,7.41,13.08,0.96,0.44,317
1064,8.73,1.46,1.01,-0.117,197
1065,8.07,9.34,0.82,0.559,445
1066,8.54,2.5,1.15,1.31,698
1067,6.79,2.79,0.81,1.257,609
1068,8.96,8.59,1.2,0.465,292
1069,9.08,1.55,1.24,1.155,609
1070,9.48,1.4,1.24,1.58,791
1071,8.9,1.09,1.07,1.633,738
1072,9.09,6.24,1.95,0.631,530
1073,8.76,22.86,0.87,0.743,556
1074,7.15,14.45,0.76,0.513,398
1075,7.39,3.24,1.03,-0.165,208
1076,8.93,10.74,1.17,0.628,465
1077,8.74,-0.03,1.25,1.297,609
1078,6.91,3.11,0.74,1.12,571
1079,9.42,24.14,1.58,0.962,609
1080,7.41,4.28,0.9,0.947,549
1081,9.22,6.69,1.23,0.523,445
1082,8.79,0.45,1.0,0.115,2
1083,6.22,11.13,0.73,0.009,30
1084,7.17,3.49,0.6,1.626,820
1085,8.4,5.52,1.05,0.398,364
1086,8.6,3.2,1.34,0.416,80
1087,6.97,2.4,0.59,1.341,698
1088,8.36,23.68,1.19,0.645,507
1089,9.23,2.66,1.35,1.12,609
1090,8.25,1.26,0.84,1.735,791
1091,7.7,3.42,0.8,0.661,2
1092,7.0,9.36,0.88,0.534,412
1093,7.32,21.66,1.17,0.521,366
1094,8.6,3.59,1.14,1.07,507
1095,10.25,5.7,1.83,0.45,366
1096,8.08,13.44,0.89,0.461,382
1097,7.84,0.69,1.08,1.195,575
1098,7.7,4.17,0.83,1.468,685
1099,6.66,21.62,0.68,0.462,378
1100,7.99,3.0,1.02,1.145,609
1101,8.2,4.1,0.77,0.214,105
1102,7.84,4.39,1.04,0.035,2
1103,7.42,20.23,1.2,0.64,530
1104,10.2,2.39,2.31,0.794,507
1105,6.63,2.53,0.62,1.697,784
1106,6.89,18.19,0.9,0.502,416
1107,8.51,22.51,1.49,0.73,575
1108,9.0,1.72,1.27,0.356,80
1109,9.42,11.19,1.5,0.831,623
1110,7.72,2.65,0.65,1.029,507
1111,8.17,7.15,1.41,0.563,431
1112,7.19,3.74,0.97,1.34,609
1113,8.93,7.55,1.12,0.618,460
1114,8.08,3.32,1.05,1.251,698
1115,8.23,10.93,0.98,0.475,317
1116,8.31,2.65,0.95,-0.015,238
1117,5.13,5.21,0.79,1.601,812
1118,10.17,2.69,1.46,0.472,352
1119,9.54,0.5,1.48,1.071,685
1120,6.95,12.17,0.82,0.494,382
1121,9.17,0.1,1.27,0.984,430
1122,8.85,4.21,1.4,1.01,561
1123,6.68,4.48,0.83,1.172,609
1124,8.77,1.39,1.44,1.534,784
1125,9.49,8.31,1.44,0.476,398
1126,8.27,1.62,1.56,0.2,2
1127,4.79,10.01,0.77,1.572,798
1128,7.03,11.81,0.82,0.461,366
1129,8.69,-0.43,1.1,1.401,719
1130,4.44,6.62,0.82,1.64,784
1131,8.9,2.74,1.19,1.064,633
1132,9.18,13.85,1.37,0.657,500
1133,9.1,12.12,1.4,0.681,445
1134,8.71,0.97,1.17,1.367,687
1135,6.63,7.76,0.78,1.03,581
1136,7.92,3.02,1.4,1.2,646
1137,8.1,3.37,0.99,0.067,2
1138,8.67,0.11,1.09,1.062,685
1139,8.4,1.29,0.82,0.169,273
1140,7.13,3.93,0.77,1.17,698
1141,10.22,6.24,2.05,0.61,445
1142,8.49,8.41,0.87,0.528,398
1143,6.82,11.33,0.89,0.257,104
1144,10.04,13.96,1.97,0.84,366
1145,8.62,7.09,1.01,0.556,420
1146,8.12,4.97,1.66,0.3,80
1147,8.01,6.81,2.18,0.445,354
1148,5.77,9.4,0.78,-0.084,272
1149,6.64,4.57,0.91,1.499,771
1150,6.25,9.18,0.71,-0.004,36
1151,7.06,4.35,1.08,1.0,685
1152,6.17,4.41,0.87,1.344,719
1153,6.02,12.47,1.28,0.312,305
1154,7.58,15.91,3.9,0.396,101
1155,8.1,0.76,1.12,1.477,735
1156,8.41,6.97,1.11,0.492,420
1157,8.16,0.78,0.82,1.304,685
1158,8.99,8.05,1.45,0.428,354
1159,7.68,1.79,0.85,1.188,507
1160,9.09,9.36,1.24,0.53,455
1161,7.67,1.8,1.0,-0.086,253
1162,9.72,4.47,1.42,1.073,609
1163,8.57,22.9,0.93,0.695,556
1164,7.34,6.25,0.88,1.02,609
1165,6.34,2.47,0.72,1.555,738
1166,8.44,2.02,0.91,1.33,694
1167,9.09,4.9,1.41,0.397,70
1168,7.99,10.99,0.83,0.389,317
1169,9.14,1.88,1.28,1.245,633
1170,9.91,2.73,1.49,0.807,402
1171,8.98,5.97,1.17,0.505,420
1172,6.35,7.92,0.82,-0.002,31
1173,8.17,3.42,1.12,1.109,611
1174,8.71,3.54,0.92,1.639,784
1175,8.39,4.95,1.03,0.912,633
1176,8.66,6.57,1.23,0.942,507
1177,8.71,1.26,1.25,1.498,687
1178,9.13,8.77,2.31,0.514,409
1179,10.55,2.16,1.67,0.671,369
1180,9.4,6.0,1.26,0.478,344
1181,10.36,12.24,2.14,0.89,712
1182,7.5,5.94,1.63,1.032,624
1183,8.7,5.26,1.11,0.408,333
1184,8.35,0.3,0.97,1.491,609
1185,7.75,9.22,1.18,1.015,609
1186,7.67,7.89,1.03,0.417,349
1187,9.7,1.95,1.38,0.56,398
1188,6.76,4.05,0.76,-0.046,253
1189,7.33,10.91,0.81,0.441,366
1190,9.12,3.79,0.94,0.58,327
1191,7.89,2.13,2.65,1.08,836
1192,8.53,5.97,1.01,0.245,122
1193,8.79,3.77,1.17,0.904,552
1194,9.46,3.66,1.24,0.479,507
1195,10.66,14.39,2.84,1.088,712
1196,9.11,1.67,1.22,-0.042,253
1197,11.49,191.86,17.24,1.75,840
1198,7.65,5.43,0.88,1.184,658
1199,9.16,2.84,1.77,0.057,238
1200,7.87,4.09,1.0,1.6,685
1201,9.08,2.43,0.86,1.391,689
1202,7.45,-0.47,0.85,1.62,609
1203,9.16,2.99,2.47,1.06,465
1204,6.98,3.45,0.95,1.151,609
1205,8.78,2.32,0.88,1.113,658
1206,10.0,8.16,1.71,0.68,445
1207,8.93,6.48,1.4,0.518,420
1208,9.44,0.86,1.43,1.19,609
1209,8.45,3.36,1.15,1.214,704
1210,8.24,7.49,0.84,0.364,292
1211,8.57,5.22,1.13,0.453,317
1212,8.27,0.87,0.99,-0.001,2
1213,8.54,11.65,0.8,0.551,416
1214,7.9,4.17,0.77,0.045,253
1215,8.88,2.24,1.98,0.12,15
1216,10.44,3.86,1.94,0.64,445
1217,8.46,0.92,1.04,1.639,609
1218,10.83,1.85,1.98,0.392,238
1219,7.48,6.68,1.41,0.949,588
1220,8.4,2.17,1.04,0.322,80
1221,9.05,10.45,1.3,0.557,445
1222,8.64,0.51,1.0,0.215,2
1223,6.43,5.76,0.67,0.838,580
1224,6.49,4.63,0.54,0.983,561
1225,8.77,1.77,1.26,1.108,561
1226,9.88,1.63,1.45,1.098,685
1227,7.13,7.32,0.94,0.046,2
1228,8.05,3.09,0.95,0.941,507
1229,8.57,13.96,1.25,0.568,420
1230,9.76,19.25,1.67,0.74,591
1231,8.43,2.19,1.41,0.1,87
1232,8.39,5.07,1.11,1.32,685
1233,11.58,41.32,3.89,1.647,823
1234,8.07,1.15,0.97,1.599,775
1235,10.42,2.87,1.63,0.47,317
1236,9.22,5.18,1.48,0.537,416
1237,10.37,2.07,1.83,0.564,420
1238,8.24,3.36,0.87,1.289,698
1239,9.01,4.43,1.33,1.015,565
1240,9.12,3.18,0.79,0.23,0
1241,7.59,7.44,0.97,0.323,80
1242,9.11,0.02,1.35,1.267,698
1243,5.66,7.64,0.83,1.35,698
1244,8.83,-0.46,1.11,1.601,771
1245,9.35,13.79,1.38,0.655,530
1246,9.02,5.96,1.11,0.42,366
1247,8.54,1.94,0.91,1.618,775
1248,6.59,56.76,0.53,0.749,556
1249,8.79,23.91,1.17,0.965,685
1250,6.35,5.28,0.96,-0.044,274
1251,11.79,49.91,21.56,1.485,840
1252,8.92,14.92,0.97,0.718,443
1253,9.58,0.86,1.58,0.71,445
1254,9.53,9.32,6.16,0.785,568
1255,9.74,8.67,1.46,0.569,455
1256,9.74,7.65,0.94,0.446,420
1257,6.12,10.75,0.98,0.068,47
1258,8.69,5.09,1.37,0.423,366
1259,8.78,12.54,1.22,0.623,500
1260,7.9,13.71,1.21,0.673,500
1261,9.07,9.45,1.22,0.586,460
1262,7.88,2.94,0.85,1.287,698
1263,11.06,21.82,2.32,1.258,738
1264,7.18,5.08,0.61,0.251,310
1265,7.22,1.87,0.82,1.025,507
1266,9.2,5.56,1.31,0.466,354
1267,9.18,5.71,1.22,0.588,431
1268,7.74,5.56,0.73,1.167,698
1269,7.81,4.61,0.9,0.933,575
1270,7.34,1.69,0.93,1.201,633
1271,9.75,4.55,1.49,0.45,354
1272,8.56,5.38,1.18,0.486,354
1273,7.15,7.65,0.85,0.222,122
1274,6.12,7.38,0.92,0.919,572
1275,8.32,9.88,1.16,0.387,80
1276,8.52,11.21,1.18,0.24,420
1277,12.38,44.82,3.44,1.53,815
1278,9.74,4.68,1.55,0.505,458
1279,9.61,4.59,1.43,0.587,366
1280,6.98,3.31,1.11,1.6,826
1281,8.15,-0.57,1.1,1.304,685
1282,9.51,1.53,1.48,1.09,609
1283,8.9,3.99,1.14,1.403,719
1284,7.43,8.28,1.13,0.266,57
1285,6.67,5.89,0.85,1.077,633
1286,6.5,5.33,0.85,-0.108,222
1287,9.67,1.73,1.42,0.532,382
1288,6.99,7.18,0.87,0.05,2
1289,10.01,23.92,1.54,0.95,712
1290,8.58,10.38,0.96,0.59,420
1291,7.74,11.15,1.3,0.472,445
1292,8.32,3.1,0.92,-0.03,253
1293,7.46,10.0,0.89,0.167,55
1294,6.51,0.95,0.92,1.864,799
1295,8.03,7.47,1.0,0.435,382
1296,6.78,9.06,0.56,0.451,347
1297,9.21,2.99,1.1,0.0,0
1298,10.04,7.98,1.59,0.493,420
1299,8.88,7.36,1.32,0.453,354
1300,7.18,5.07,0.8,1.071,507
1301,8.67,30.0,0.82,0.855,609
1302,8.53,5.03,1.13,0.261,137
1303,6.84,43.45,1.19,0.655,479
1304,8.94,15.06,1.47,0.625,445
1305,6.52,1.42,0.7,1.775,771
1306,9.23,13.42,1.36,0.557,467
1307,6.95,7.17,0.84,1.06,636
1308,5.74,5.08,0.58,0.898,575
1309,7.88,2.69,0.75,0.075,2
1310,7.65,5.29,0.8,1.122,668
1311,7.75,3.2,1.05,-0.013,253
1312,9.36,8.04,2.38,0.463,445
1313,8.5,2.13,1.31,1.143,685
1314,7.8,5.55,0.66,0.204,39
1315,9.2,6.89,3.64,0.471,366
1316,9.01,3.92,1.09,0.932,581
1317,7.61,3.5,0.8,0.053,2
1318,8.65,2.51,1.23,1.404,685
1319,8.38,7.32,1.25,0.787,507
1320,4.61,12.88,1.31,0.059,47
1321,7.63,1.8,0.84,1.665,738
1322,8.99,66.71,1.12,1.37,771
1323,8.44,6.52,1.11,0.44,354
1324,8.91,4.97,1.14,1.132,609
1325,10.51,1.88,1.9,0.53,366
1326,5.86,3.42,0.65,-0.079,231
1327,10.18,0.76,1.56,1.157,609
1328,8.5,7.35,0.88,0.469,382
1329,8.64,2.54,1.02,0.467,333
1330,7.9,7.02,0.85,0.097,39
1331,9.51,0.44,1.47,-0.08,240
1332,8.83,3.91,1.2,1.078,609
1333,8.53,4.36,1.13,1.259,609
1334,7.93,3.27,0.84,0.046,253
1335,7.96,27.32,0.84,0.651,527
1336,8.56,4.15,0.88,0.095,15
1337,9.06,2.47,1.51,1.15,738
1338,8.96,9.83,1.29,0.637,507
1339,11.54,42.65,2.77,1.505,840
1340,10.07,0.9,1.24,0.349,339
1341,9.73,12.73,5.66,0.66,445
1342,10.51,23.3,3.17,1.31,766
1343,8.78,9.72,3.09,0.63,366
1344,8.54,1.63,1.09,0.97,561
1345,9.36,8.38,2.39,0.547,416
1346,8.3,11.28,0.79,0.524,398
1347,6.66,15.31,1.35,0.589,366
1348,9.32,7.11,1.37,0.929,619
1349,9.26,2.79,1.1,1.07,633
1350,7.71,11.3,1.39,0.599,420
1351,11.36,24.12,2.91,1.22,758
1352,11.3,22.54,2.33,1.4,780
1353,8.82,10.73,1.1,0.552,445
1354,9.28,0.84,1.12,1.6,846
1355,6.46,20.47,0.89,0.386,354
1356,7.57,3.92,0.79,0.958,507
1357,8.25,10.52,0.72,0.589,451
1358,11.3,21.8,1.97,1.31,758
1359,7.89,7.31,0.89,0.02,39
1360,8.35,6.34,1.06,0.317,55
1361,9.09,14.58,1.15,0.635,507
1362,10.99,28.38,2.31,1.414,771
1363,7.67,8.06,0.76,0.271,119
1364,9.37,5.32,0.99,0.293,80
1365,6.11,0.57,0.69,-0.151,854
1366,9.16,1.49,1.21,0.082,39
1367,7.88,-0.23,1.86,1.4,507
1368,10.4,4.9,1.83,0.708,723
1369,7.79,12.92,0.73,0.772,626
1370,6.19,9.89,0.98,0.937,627
1371,8.26,4.03,1.16,1.104,609
1372,7.1,5.41,1.02,0.9,507
